image_name,labels
labelme_curlnnqqeufkgha.jpg,"['Building(96.48%)', 'Daytime(94.50%)', 'Window(93.70%)', 'Sky(89.83%)', 'Street light(89.44%)', 'Tree(87.93%)', 'Lighting(87.07%)', 'Plant(86.89%)', 'Urban design(85.92%)', 'Architecture(85.70%)']"
sun_bfybdrsfxcvfnwwv.jpg,"['Water(97.81%)', 'Liquid(88.31%)', 'Fluid(87.02%)', 'Sky(79.06%)', 'Wind wave(78.62%)', 'Beach(78.07%)', 'Wind(74.13%)', 'Recreation(71.63%)', 'Landscape(71.55%)', 'Cloud(69.13%)']"
sun_bvsxakclsfqnshfx.jpg,"['Furniture(93.02%)', 'Sky(92.31%)', 'Plant(89.98%)', 'Wood(88.31%)', 'Natural landscape(87.18%)', 'Botany(87.05%)', 'Outdoor bench(86.70%)', 'Tree(86.09%)', 'Shade(85.03%)', 'Trunk(84.29%)']"
sun_bdlynbahsepbpqpg.jpg,"['Sky(96.45%)', 'Plant(96.10%)', 'Building(95.31%)', 'Window(93.40%)', 'Tree(84.39%)', 'Fixture(80.20%)', 'Facade(76.97%)', 'Brick(74.94%)', 'Grass(74.56%)', 'Roof(73.04%)']"
sun_acupwsafbhbvxyuy.jpg,"['Plant(95.19%)', 'Plant community(93.27%)', 'Ecoregion(92.34%)', 'Natural landscape(88.10%)', 'Wood(86.26%)', 'Terrestrial plant(85.02%)', 'Tree(84.61%)', 'Trunk(84.24%)', 'Watercourse(83.33%)', 'Deciduous(77.82%)']"
sun_bdtazuhapgwbydoi.jpg,"['Sky(95.54%)', 'Ecoregion(92.14%)', 'Bedrock(86.75%)', 'Cloud(85.58%)', 'Terrain(80.90%)', 'Landscape(78.10%)', 'Formation(77.16%)', 'Outcrop(76.64%)', 'Archaeological site(69.60%)', 'Plateau(69.53%)']"
sun_aqncumkrotxnvxli.jpg,"['Plant(97.25%)', 'Tree(90.28%)', 'Natural landscape(88.11%)', 'Terrestrial plant(86.83%)', 'Land lot(84.74%)', 'Grass(80.46%)', 'Trunk(80.02%)', 'Groundcover(79.09%)', 'Shrub(78.48%)', 'Sky(77.82%)']"
labelme_emnvlwctczkwycb.jpg,"['Sky(96.40%)', 'Building(95.05%)', 'Tree(89.12%)', 'Road surface(88.17%)', 'Asphalt(86.62%)', 'Urban design(84.15%)', 'Thoroughfare(82.82%)', 'Street light(81.66%)', 'Plant(81.32%)', 'Neighbourhood(80.86%)']"
sun_aaqmvdfxgsvtujlu.jpg,"['Sky(97.69%)', 'Water(97.69%)', 'Building(96.50%)', 'Skyscraper(95.24%)', 'Daytime(94.66%)', 'Plant(88.73%)', 'Tower block(87.26%)', 'Urban design(85.18%)', 'Lake(84.98%)', 'Condominium(84.50%)']"
sun_azkurelchrtakort.jpg,"['Sky(97.29%)', 'Water(95.72%)', 'Cloud(95.44%)', 'Plant(93.19%)', 'Plant community(93.05%)', 'Mountain(88.85%)', 'Body of water(84.71%)', 'Coastal and oceanic landforms(84.69%)', 'Highland(84.45%)', 'Natural landscape(82.57%)']"
361125714_85d26219de_o.jpg,"['Sky(97.07%)', 'Building(92.46%)', 'Window(90.25%)', 'Plant(90.08%)', 'Wood(87.51%)', 'House(86.32%)', 'Tree(85.45%)', 'Cottage(84.97%)', 'Land lot(84.69%)', 'Siding(80.78%)']"
sun_biyphgtigguewlyv.jpg,"['Cloud(97.79%)', 'Sky(95.36%)', 'Mountain(88.59%)', 'Natural landscape(80.47%)', 'Grass(78.76%)', 'Landscape(78.34%)', 'Plain(77.87%)', 'Grassland(77.40%)', 'Slope(74.77%)', 'Horizon(72.41%)']"
sun_bktujmhbgcjhsyos.jpg,"['Plant(97.00%)', 'Building(95.87%)', 'Daytime(94.77%)', 'Property(94.52%)', 'Window(92.39%)', 'Lighting(86.75%)', 'Urban design(86.29%)', 'Architecture(85.09%)', 'Tower block(85.05%)', 'Fixture(83.24%)']"
labelme_erixdzoszhkmtvc.jpg,"['Building(94.79%)', 'Window(94.48%)', 'Car(93.80%)', 'Vehicle(91.04%)', 'Automotive tail & brake light(90.50%)', 'Automotive exterior(79.51%)', 'Urban design(79.34%)', 'Facade(78.74%)', 'Asphalt(77.50%)', 'Tire(77.11%)']"
sun_adrirtviiozpogln.jpg,"['Plant(96.17%)', 'Natural landscape(87.14%)', 'Tree(87.06%)', 'Wood(85.83%)', 'Terrestrial plant(84.17%)', 'Trunk(82.11%)', 'Sky(78.88%)', 'Deciduous(78.83%)', 'Landscape(78.06%)', 'Road(75.83%)']"
sun_aripmftezewvacjc.jpg,"['Cloud(97.83%)', 'Sky(95.33%)', 'Blue(90.27%)', 'Cumulus(78.25%)', 'Electric blue(75.90%)', 'Meteorological phenomenon(68.01%)', 'Pattern(63.34%)', 'Tree(61.40%)', 'Horizon(60.29%)', 'Natural landscape(58.18%)']"
sun_bdqljqqlkmtfjwhe.jpg,"['Sky(95.45%)', 'Mountain(92.30%)', 'Slope(88.23%)', 'Road surface(86.60%)', 'Asphalt(86.27%)', 'Highland(85.93%)', 'Car(85.57%)', 'Natural landscape(84.47%)', 'Atmospheric phenomenon(83.31%)', 'Vehicle(82.37%)']"
sun_bgldtycetcmobsgf.jpg,"['Plant(96.70%)', 'Building(94.60%)', 'Window(94.29%)', 'Tree(90.13%)', 'Botany(88.71%)', 'Wood(88.60%)', 'House(86.90%)', 'Natural landscape(86.12%)', 'Vegetation(84.56%)', 'Cottage(82.73%)']"
sun_adlusvaedrhmsrdd.jpg,"['Plant(95.87%)', 'Plant community(93.80%)', 'Natural landscape(89.87%)', 'Tree(88.79%)', 'Wood(87.60%)', 'Terrestrial plant(86.62%)', 'Vegetation(84.57%)', 'Trunk(84.12%)', 'Grass(81.72%)', 'Landscape(80.71%)']"
sun_bhdqdbfgtsqpwlho.jpg,"['Water(96.77%)', 'Plant(95.24%)', 'Plant community(93.68%)', 'Natural environment(89.09%)', 'Natural landscape(86.96%)', 'Terrestrial plant(86.75%)', 'Tree(85.65%)', 'Vegetation(85.40%)', 'Sky(83.71%)', 'Arecales(82.76%)']"
14994839459_c459a65ba6_o.jpg,"['Sky(93.69%)', 'Plant(92.95%)', 'Building(91.47%)', 'Azure(90.21%)', 'Paint(89.46%)', 'Infrastructure(89.37%)', 'Graffiti(85.70%)', 'Font(83.32%)', 'Cloud(82.94%)', 'Window(82.27%)']"
8730161898_8ee167bc51_k.jpg,"['Plant(96.79%)', 'Building(94.87%)', 'Window(94.62%)', 'Property(94.34%)', 'Tree(90.53%)', 'House(87.16%)', 'Land lot(86.34%)', 'Wood(85.62%)', 'Architecture(85.41%)', 'Cottage(84.55%)']"
sun_bdsocmqghnprogdu.jpg,"['Plant community(93.31%)', 'Plant(92.52%)', 'Tree(89.90%)', 'Terrestrial plant(86.60%)', 'Wood(85.80%)', 'Natural landscape(85.66%)', 'Biome(82.65%)', 'Trunk(82.39%)', 'Deciduous(79.24%)', 'Landscape(77.04%)']"
sun_bbqacusxjthihjvd.jpg,"['Sky(96.99%)', 'Mountain(93.06%)', 'Terrain(81.45%)', 'Natural landscape(78.59%)', 'Landscape(77.29%)', 'Sand(76.65%)', 'Formation(76.61%)', 'Horizon(76.19%)', 'Sunset(76.01%)', 'Aeolian landform(75.03%)']"
sun_bcqtnhsgzohwtnmc.jpg,"['Water(97.39%)', 'Sky(96.65%)', 'Water resources(94.95%)', 'Cloud(94.25%)', 'Mountain(94.02%)', 'Natural landscape(89.71%)', 'Watercourse(83.09%)', 'Coastal and oceanic landforms(82.94%)', 'Terrain(82.38%)', 'Landscape(76.31%)']"
4911540190_9644c45115_o.jpg,"['Plant(97.43%)', 'Building(96.78%)', 'Sky(96.54%)', 'Window(94.94%)', 'Fixture(89.81%)', 'House(87.90%)', 'Door(87.27%)', 'Land lot(86.34%)', 'Stairs(84.87%)', 'Cottage(84.48%)']"
sun_aaxvstinrkjvhgqt.jpg,"['Cloud(97.47%)', 'Sky(97.15%)', 'Mountain(94.73%)', 'Plant(94.09%)', 'Natural landscape(86.12%)', 'Bedrock(83.65%)', 'Grassland(76.80%)', 'Formation(76.51%)', 'Landscape(74.53%)', 'Valley(71.85%)']"
sun_bcekwhtknwfyyvkm.jpg,"['Cloud(97.98%)', 'Sky(97.68%)', 'Mountain(96.46%)', 'Plant(94.23%)', 'Ecoregion(92.34%)', 'Natural landscape(89.98%)', 'Nature(89.96%)', 'Natural environment(89.40%)', 'Land lot(85.55%)', 'Grass(83.66%)']"
sun_amwvtwffeljjjqmu.jpg,"['Sky(96.11%)', 'Building(93.82%)', 'Window(92.66%)', 'Door(87.38%)', 'Fence(84.87%)', 'Plant(84.78%)', 'House(83.44%)', 'Shade(82.90%)', 'Tree(82.49%)', 'Facade(76.75%)']"
sun_azpjfetivojhplyc.jpg,"['Plant(95.85%)', 'Sky(95.76%)', 'Plant community(93.07%)', 'Natural landscape(87.46%)', 'Terrestrial plant(85.80%)', 'Tree(78.23%)', 'Grass(77.39%)', 'Landscape(77.25%)', 'Shrub(76.11%)', 'Bedrock(75.80%)']"
sun_bggeumyxqahsvmbb.jpg,"['Skyscraper(96.21%)', 'Building(96.00%)', 'Sky(95.76%)', 'Tower(90.84%)', 'Infrastructure(89.00%)', 'Cloud(86.76%)', 'Architecture(85.99%)', 'Urban design(85.66%)', 'Condominium(84.28%)', 'Tower block(84.25%)']"
labelme_aqmvdfxgsvtujlu.jpg,"['Land vehicle(97.62%)', 'Car(97.28%)', 'Tire(97.05%)', 'Wheel(96.56%)', 'Plant(96.44%)', 'Vehicle(94.23%)', 'Automotive lighting(91.75%)', 'Sky(91.10%)', 'Motor vehicle(91.09%)', 'Tree(89.13%)']"
sun_akyqgaqvozyepamh.jpg,"['Plant(96.13%)', 'Plant community(93.04%)', 'Tree(88.06%)', 'Sky(87.48%)', 'Natural landscape(87.45%)', 'Cloud(86.80%)', 'Grass(83.76%)', 'Window(82.68%)', 'Groundcover(79.03%)', 'Landscape(76.55%)']"
sun_ampjuzxdlazrdgyq.jpg,"['Plant(97.01%)', 'Building(95.12%)', 'Cloud(94.74%)', 'Window(94.29%)', 'Sky(93.15%)', 'Urban design(85.18%)', 'Tree(83.00%)', 'Residential area(81.28%)', 'Neighbourhood(80.90%)', 'Landmark(79.28%)']"
3446305390_5153e4ce31_o.jpg,"['Daytime(94.46%)', 'Building(93.27%)', 'Wood(88.98%)', 'House(86.83%)', 'Window(86.47%)', 'Architecture(85.52%)', 'Door(84.50%)', 'Grass(81.53%)', 'Wall(81.37%)', 'Rural area(80.79%)']"
sun_afufeysqtftjmfuy.jpg,"['Plant(94.17%)', 'Bamboo(93.38%)', 'Nature(89.97%)', 'Wood(88.38%)', 'Natural landscape(87.87%)', 'Botany(87.66%)', 'Trunk(86.60%)', 'Terrestrial plant(85.74%)', 'Biome(83.00%)', 'Grass(82.90%)']"
sun_awcltmwkwjsqxiln.jpg,"['Sky(97.02%)', 'Plant(96.29%)', 'Cloud(95.17%)', 'Property(94.30%)', 'Building(91.26%)', 'Tree(88.88%)', 'Window(88.05%)', 'Shade(87.03%)', 'Land lot(84.63%)', 'Arecales(84.02%)']"
sun_ajjodogkvthozlni.jpg,"['Sky(95.29%)', 'Building(92.38%)', 'Urban design(85.86%)', 'Mode of transport(85.03%)', 'Neighbourhood(82.73%)', 'Facade(78.91%)', 'Engineering(78.55%)', 'Composite material(76.47%)', 'Window(76.28%)', 'City(76.26%)']"
sun_bbxegplvudxeoyuh.jpg,"['Sky(96.76%)', 'Snow(93.18%)', 'Mountain(92.01%)', 'Slope(88.37%)', 'Outdoor recreation(83.71%)', 'Glacial landform(83.51%)', 'Highland(83.45%)', 'Ice cap(83.18%)', 'Terrain(82.07%)', 'Mountainous landforms(80.74%)']"
sun_acfywzgnxcbypvpo.jpg,"['Plant(96.28%)', 'Sky(91.13%)', 'Blue(89.37%)', 'Natural landscape(87.68%)', 'Tree(86.38%)', 'Land lot(84.90%)', 'Shade(83.53%)', 'Grass(82.54%)', 'Wood(79.05%)', 'Landscape(78.68%)']"
sun_bagwhhnjoiubhwtq.jpg,"['Sky(93.33%)', 'Building(91.78%)', 'Tree(85.90%)', 'Plant(83.38%)', 'Slope(81.04%)', 'Facade(78.02%)', 'Composite material(73.70%)', 'Urban design(70.30%)', 'Glass(68.32%)', 'Commercial building(67.90%)']"
9121407111_7d5fb9c3a5_k.jpg,"['Plant(97.05%)', 'Sky(95.38%)', 'Cloud(95.09%)', 'Natural landscape(89.52%)', 'Natural environment(88.96%)', 'Branch(87.34%)', 'Tree(87.19%)', 'Land lot(86.33%)', 'Wood(86.25%)', 'Vegetation(84.88%)']"
sun_bdyiqjlcehzytemj.jpg,"['Sky(97.33%)', 'Cloud(97.06%)', 'Mountain(95.38%)', 'Plant(93.09%)', 'Snow(92.53%)', 'Ecoregion(92.20%)', 'Tree(84.62%)', 'Highland(83.82%)', 'Volcano(79.32%)', 'Natural landscape(78.87%)']"
sun_bgjrfuxxcwocdmqt.jpg,"['Sky(93.95%)', 'Trunk(85.41%)', 'Twig(85.12%)', 'Natural landscape(84.57%)', 'Terrestrial plant(84.51%)', 'Tree(79.18%)', 'Evergreen(77.95%)', 'Deciduous(76.81%)', 'Tints and shades(74.54%)', 'Wood(72.20%)']"
labelme_cnbnajpyairiiuf.jpg,"['Sky(96.81%)', 'Building(96.55%)', 'Window(94.65%)', 'Property(94.26%)', 'Plant(91.49%)', 'Branch(89.15%)', 'Road surface(87.86%)', 'Tree(85.98%)', 'House(85.64%)', 'Urban design(83.37%)']"
sun_awejrnxklcvyppeg.jpg,"['Plant(96.18%)', 'Bamboo(91.18%)', 'Leaf(90.39%)', 'Botany(89.42%)', 'Branch(87.78%)', 'Natural landscape(87.45%)', 'Tree(86.96%)', 'Terrestrial plant(86.32%)', 'Vegetation(85.89%)', 'Trunk(85.21%)']"
labelme_gsiavbhhndunfvc.jpg,"['Sky(96.75%)', 'Building(95.94%)', 'Tire(94.24%)', 'Car(92.98%)', 'Window(91.15%)', 'Wheel(89.93%)', 'Infrastructure(89.53%)', 'Road surface(89.34%)', 'Vehicle(87.76%)', 'Asphalt(84.67%)']"
sun_bhsmphhtedtwkkrc.jpg,"['Brown(98.05%)', 'Sky(95.39%)', 'Natural environment(89.27%)', 'Natural landscape(86.96%)', 'Slope(85.46%)', 'Terrain(81.35%)', 'Landscape(78.54%)', 'Erg(77.95%)', 'Tints and shades(76.48%)', 'Aeolian landform(76.23%)']"
sun_bcxiguwfjwzmvrug.jpg,"['Cloud(97.85%)', 'Water(97.84%)', 'Sky(97.28%)', 'Plant(95.20%)', 'Atmosphere(94.82%)', 'Water resources(94.49%)', 'Natural landscape(89.16%)', 'Branch(88.85%)', 'Tree(85.69%)', 'Lake(85.38%)']"
161233934_4bd86966da_o.jpg,"['Cloud(97.53%)', 'Plant(96.56%)', 'Sky(96.18%)', 'Building(95.26%)', 'Window(94.00%)', 'Tree(90.17%)', 'Land lot(84.82%)', 'Door(83.22%)', 'House(83.11%)', 'Neighbourhood(82.31%)']"
sun_bzrotihzjwlapqog.jpg,"['Sky(94.09%)', 'White(92.19%)', 'Snow(90.85%)', 'Nature(89.94%)', 'Azure(89.70%)', 'Water(89.59%)', 'Natural landscape(88.61%)', 'Mountain(87.63%)', 'Body of water(86.17%)', 'Sea ice(83.99%)']"
labelme_bfwprzutuhkhfhr.jpg,"['Car(97.20%)', 'Wheel(96.88%)', 'Building(96.40%)', 'Daytime(94.53%)', 'Vehicle(93.13%)', 'Window(91.93%)', 'Sky(90.29%)', 'Tree(87.23%)', 'Motor vehicle(84.94%)', 'Tire(84.85%)']"
sun_bmhmwxiqliwugevo.jpg,"['Plant(96.70%)', 'Plant community(93.12%)', 'Tree(89.94%)', 'Natural landscape(88.74%)', 'Land lot(85.25%)', 'Grass(84.94%)', 'Woody plant(80.86%)', 'Shrub(79.16%)', 'Landscape(79.10%)', 'Groundcover(79.10%)']"
sun_bjxkvzorotqdvdry.jpg,"['Mountain(94.41%)', 'Sky(91.45%)', 'Natural landscape(88.23%)', 'Bedrock(84.13%)', 'Highland(83.37%)', 'Terrain(82.44%)', 'Landscape(79.47%)', 'Formation(77.65%)', 'Slope(77.44%)', 'Geological phenomenon(76.42%)']"
sun_aezmwlyvsecgxcsq.jpg,"['Sky(96.02%)', 'Building(94.40%)', 'Property(94.27%)', 'Window(92.96%)', 'Door(86.23%)', 'Tree(86.04%)', 'Plant(85.55%)', 'Shade(83.66%)', 'Cloud(83.65%)', 'Cottage(83.33%)']"
sun_bgxiscbsnyvimyxs.jpg,"['Sky(97.05%)', 'Water(96.58%)', 'Water resources(94.69%)', 'Wood(85.49%)', 'Road surface(79.12%)', 'Beach(77.06%)', 'Horizon(75.21%)', 'Shore(71.00%)', 'Walkway(70.11%)', 'Composite material(69.67%)']"
2433087283_8eed4c6f56_o.jpg,"['Sky(96.43%)', 'Building(94.90%)', 'Property(94.20%)', 'Window(94.16%)', 'Plant(93.29%)', 'Wood(85.37%)', 'House(85.01%)', 'Land lot(84.92%)', 'Flowerpot(84.77%)', 'Twig(84.71%)']"
sun_aqyxplcpknukwerx.jpg,"['Sky(96.76%)', 'Mountain(93.94%)', 'Bedrock(87.06%)', 'Slope(81.49%)', 'Landscape(78.08%)', 'Formation(76.89%)', 'Outcrop(73.60%)', 'Mountain range(72.37%)', 'Plateau(69.60%)', 'Hill(69.31%)']"
sun_braimkwnaboiyomi.jpg,"['Cloud(97.80%)', 'Sky(97.02%)', 'Mountain(92.81%)', 'Snow(90.24%)', 'Natural landscape(88.69%)', 'Highland(85.08%)', 'Ice cap(84.05%)', 'Freezing(82.55%)', 'Atmospheric phenomenon(82.18%)', 'Polar ice cap(81.27%)']"
sun_bdddqzpkaxzzxeom.jpg,"['Mountain(91.18%)', 'Bedrock(87.35%)', 'Highland(86.83%)', 'Slope(86.39%)', 'Terrain(81.64%)', 'Formation(79.37%)', 'Mountainous landforms(78.90%)', 'Landscape(78.81%)', 'Valley(78.42%)', 'Outcrop(77.39%)']"
sun_ajzkngginlffsozz.jpg,"['Cloud(97.96%)', 'Sky(97.28%)', 'Plant(93.90%)', 'Natural landscape(89.76%)', 'Bedrock(82.07%)', 'Formation(80.87%)', 'Mountainous landforms(80.49%)', 'Landscape(79.81%)', 'Plain(78.15%)', 'Landmark(77.65%)']"
sun_abasphceswhwwqvv.jpg,"['Snow(95.65%)', 'Building(95.45%)', 'Window(94.48%)', 'Property(94.43%)', 'House(89.94%)', 'Tree(89.43%)', 'Wood(88.03%)', 'Fixture(87.42%)', 'Cottage(86.19%)', 'Door(84.96%)']"
sun_btzhsekytknfthgu.jpg,"['Bicycle(97.51%)', 'Tire(95.34%)', 'Wheel(95.20%)', 'Building(94.74%)', 'Bicycle wheel(92.94%)', 'Vehicle(89.21%)', 'Temple(87.11%)', 'Window(86.66%)', 'House(85.63%)', 'Sky(81.20%)']"
13169566283_9b227dab23_o.jpg,"['Car(96.67%)', 'Land vehicle(96.64%)', 'Sky(95.65%)', 'Building(95.47%)', 'Vehicle(94.71%)', 'Snow(94.31%)', 'Window(94.30%)', 'Tire(93.85%)', 'Wheel(92.74%)', 'Vehicle registration plate(92.10%)']"
sun_adonkmfgywrhpakt.jpg,"['Flower(98.00%)', 'Cloud(97.81%)', 'Sky(97.74%)', 'Plant(97.02%)', 'Mountain(95.38%)', 'Plant community(93.63%)', 'Ecoregion(93.12%)', 'People in nature(90.86%)', 'Petal(88.82%)', 'Natural landscape(88.71%)']"
sun_bveviqphrvmhusav.jpg,"['Plant(96.84%)', 'Sky(96.56%)', 'Mountain(95.20%)', 'Plant community(93.03%)', 'Bedrock(86.84%)', 'Tree(84.15%)', 'Natural landscape(83.15%)', 'Terrain(82.59%)', 'Formation(78.80%)', 'Shrub(77.66%)']"
13835018115_0a969769a5_k.jpg,"['Sky(96.22%)', 'Building(95.86%)', 'Window(93.90%)', 'Plant(88.27%)', 'Wood(86.64%)', 'House(85.80%)', 'Cottage(85.35%)', 'Electricity(84.81%)', 'Neighbourhood(83.86%)', 'Overhead power line(83.33%)']"
sun_bdqdijcitbescubt.jpg,"['Table(96.49%)', 'Furniture(94.91%)', 'Chair(89.09%)', 'Interior design(85.94%)', 'Building(81.45%)', 'Wood(80.43%)', 'Window(76.75%)', 'Hardwood(76.34%)', 'Flooring(74.26%)', 'Organization(72.82%)']"
